BoroCD_code,CORRIDOR,CrossStree,ENFORCEMENT_START,FROM_STREET,FromStreet,Install_Date,MainStreet,Name,OBJECTID,OnStreet,Shape_Area,Shape_Length,Street1,Street2,TO_STREET,ToStreet,YR,Year,completion,date_insta,end_date,from_stree,geometry_x,geometry_y,humps,on_street,pjct_name,sip_year,source_layer_id,sq_mi,to_street,treatment_
,,,,,,,,,3461,,,776.5445408865826,,,,,,,,1339545600000,,ATLANTIC AVE,,,1,SHEPHERD AVE,,,79,,LIBERTY AVE,
,,,,,,,,,3467,,,1306.7148067516089,,,,,,,,1347580800000,,FORT PLACE,,,2,SHERMAN AVENUE,,,79,,CORSON AVENUE,
,,,,,,,,,3495,,,504.2425282647662,,,,,,,,1332892800000,,BARRETTO ST./FOX ST.,,,1,SIMPSON STREET,,,79,,EAST 163rd STREET,
,,,,,,,,,3555,,,999.8017599280408,,,,,,,,1354492800000,,WASHINGTON AVENUE,,,2,STERLING PLACE,,,79,,UNDERHILL AVENUE,
,,,,,,,,,3563,,,859.9224469153171,,,,,,,,1349395200000,,ZEREGA AVENUE,,,1,STORY AVENUE,,,79,,HAVEMEYER AV.,
,,,,,,,,,3583,,,1163.7517423977963,,,,,,,,1347235200000,,JERSEY STREET,,,2,TAFT AVENUE,,,79,,WESTERVELT AVENUE,
,,,,,,,,,3610,,,519.6124045309393,,,,,,,,1342137600000,,BRONXWOOD AVENUE,,,1,TILDEN STREET,,,79,,BARNES AVENUE,
,,,,,,,,,3624,,,1698.046316074279,,,,,,,,1349049600000,,EAST 170th STREET,,,2,TOWNSEND AVENUE,,,79,,EAST MT. EDEN AV.,
,,,,,,,,,3653,,,847.4691156651251,,,,,,,,1332806400000,,EAST BURNSIDE AV.,,,1,VALENTINE AVENUE,,,79,,EAST 180th STREET,
,,,,,,,,,3656,,,795.2183958960597,,,,,,,,1338336000000,,MARCUS GARVEY BLVD.,,,1,VAN BUREN STREET,,,79,,THROOP AVENUE,
,,,,,,,,,3672,,,260.43427037742623,,,,,,,,1350000000000,,HERING AVENUE,,,1,VAN NEST AVENUE,,,79,,YATES AVENUE,
,,,,,,,,,3692,,,470.0938737468295,,,,,,,,1338336000000,,BELMONT AVENUE,,,1,VERMONT STREET,,,79,,PITKIN AVENUE,
,,,,,,,,,3740,,,1692.1628330197568,,,,,,,,1349308800000,,EAST 174th STREET,,,3,WALTON AVENUE,,,79,,EAST 171st STREET,
,,,,,,,,,3747,,,911.9057843476158,,,,,,,,1341878400000,,WATSON AVENUE,,,1,WARD AVENUE,,,79,,WESTCHESTER AV.,
,,,,,,,,,3758,,,684.5097540353343,,,,,,,,1354665600000,,NEVINS STREET,,,1,WARREN STREET,,,79,,BOND STREET,
,,,,,,,,,3768,,,810.3449500334843,,,,,,,,1343088000000,,GREENE AVENUE,,,1,WASHINGTON AVENUE,,,79,,GATES AVENUE,
,,,,,,,,,3797,,,1791.086272593995,,,,,,,,1345766400000,,BROADWAY,,,4,WEST 108th STREET,,,79,,COLUMBUS AVENUE,
,,,,,,,,,3798,,,898.9445798954962,,,,,,,,1345766400000,,AMSTERDAM AVENUE,,,2,WEST 109th STREET,,,79,,BROADWAY,
,,,,,,,,,3836,,,1006.032135903571,,,,,,,,1345507200000,,5th AVENUE,,,1,WEST 142nd STREET,,,79,,LENOX AVENUE,
,,,,,,,,,3837,,,899.8960526514093,,,,,,,,1345593600000,,8th AVENUE,,,2,WEST 142nd STREET,,,79,,7th AVENUE,
,,,,,,,,,3879,,,385.89989775412585,,,,,,,,1345161600000,,PARK TERRACE WEST,,,1,WEST 218th STREET,,,79,,PARK TERRACE EAST,
,,,,,,,,,3966,,,871.8814934480987,,,,,,,,1349913600000,,EAST 216th STREET,,,1,WILLETT AVENUE,,,79,,EAST 219th STREET,
,,,,,,,,,4002,,,436.7893189192446,,,,,,,,1333670400000,,FOREST AVENUE,,,1,WOODBINE STREET,,,79,,FAIRVIEW AVENUE,
,,,,,,,,,4016,,,680.9043583949297,,,,,,,,1354665600000,,BOND STREET,,,1,WYCKOFF STREET,,,79,,NEVINS STREET,
,,,,,,,,,4017,,,669.1876677236423,,,,,,,,1354579200000,,HOYT STREET,,,1,WYCKOFF STREET,,,79,,BOND STREET,
,,,,,,,,,4018,,,683.4563363339461,,,,,,,,1354579200000,,SMITH STREET,,,1,WYCKOFF STREET,,,79,,HOYT STREET,
,,,,,,,,,36,,,462.09857518459546,,,,,,,,1365552000000,,194 STREET,,,1,109 ROAD,,,80,,195 STREET,
,,,,,,,,,74,,,660.3356725947336,,,,,,,,1381276800000,,191 STREET,,,1,116 AVENUE,,,80,,194 STREET,
,,,,,,,,,75,,,1086.7632111715195,,,,,,,,1365465600000,,155 STREET,,,1,116 DRIVE,,,80,,SUTPHIN BOULEVARD,
,,,,,,,,,91,,,775.8926299067308,,,,,,,,1376438400000,,7 AVENUE,,,2,12 STREET,,,80,,8 AVENUE,
,,,,,,,,,108,,,774.6741460489282,,,,,,,,1365465600000,,174 PLACE,,,1,127 AVENUE,,,80,,176 STREET,
,,,,,,,,,116,,,479.35575999948406,,,,,,,,1381276800000,,172 STREET,,,1,129 AVENUE,,,80,,174 PLACE,
,,,,,,,,,125,,,775.7950463802194,,,,,,,,1367366400000,,7 AVENUE,,,1,13 STREET,,,80,,8 AVENUE,
,,,,,,,,,161,,,775.5402819968589,,,,,,,,1376265600000,,5 AVENUE,,,1,14 STREET,,,80,,6 AVENUE,
,,,,,,,,,182,,,558.3634108636045,,,,,,,,1381449600000,,NORTH CONDUIT AV.,,,1,144 AVENUE,,,80,,SPRINGFIELD BLVD.,
,,,,,,,,,195,,,680.1524715173491,,,,,,,,1381276800000,,116 AVENUE,,,1,147 STREET,,,80,,115 AVENUE,
,,,,,,,,,208,,,795.5255850458151,,,,,,,,1373500800000,,5 AVENUE,,,1,15 STREET,,,80,,4 AVENUE,
,,,,,,,,,236,,,956.2030520902024,,,,,,,,1370476800000,,JAMAICA AVENUE,,,2,161 STREET,,,80,,89 AVENUE,
,,,,,,,,,240,,,1655.098979068136,,,,,,,,1370390400000,,HILLSIDE AVENUE,,,2,162 STREET,,,80,,JAMAICA AVENUE,
,,,,,,,,,263,,,1439.034345471316,,,,,,,,1365379200000,,107 AVENUE,,,2,172 STREET,,,80,,LIBERTY AVENUE,
,,,,,,,,,281,,,662.9653147697568,,,,,,,,1366070400000,,MURDOCK AVENUE,,,1,180 STREET,,,80,,112 AVENUE,
,,,,,,,,,299,,,643.5559270120696,,,,,,,,1370304000000,,119 AVENUE,,,1,193 STREET,,,80,,120 AVENUE,
,,,,,,,,,303,,,996.9296822397645,,,,,,,,1365552000000,,120 AVENUE,,,1,195 STREET,,,80,,122 AVENUE,
,,,,,,,,,324,,,647.383520075329,,,,,,,,1383264000000,,16 AVENUE,,,1,202 STREET,,,80,,17 AVENUE,
,,,,,,,,,330,,,780.7556070970685,,,,,,,,1365638400000,,115 AVENUE,,,2,203 STREET,,,80,,MURDOCK AVENUE,
,,,,,,,,,332,,,620.0698291367892,,,,,,,,1369094400000,,43 AVENUE,,,1,203 STREET,,,80,,42 AVENUE,
,,,,,,,,,337,,,620.7665997461721,,,,,,,,1369094400000,,43 AVENUE,,,1,205 STREET,,,80,,42 AVENUE,
,,,,,,,,,414,,,771.0964439905979,,,,,,,,1367798400000,,6 AVENUE,,,1,23 STREET,,,80,,7 AVENUE,
,,,,,,,,,452,,,711.5062364358241,,,,,,,,1383177600000,,THEBES AVENUE,,,1,248 STREET,,,80,,NORTHERN BLVD.,
,,,,,,,,,455,,,262.4806587824766,,,,,,,,1358812800000,,72 STREET,,,1,25 AVENUE,,,80,,73 STREET,
,,,,,,,,,456,,,515.8143417352329,,,,,,,,1358380800000,,73 STREET,,,2,25 AVENUE,,,80,,75 STREET,
,,,,,,,,,494,,,279.2119297690472,,,,,,,,1383177600000,,148 STREET,,,1,3 AVENUE,,,80,,149 STREET,
,,,,,,,,,499,,,797.9932181485115,,,,,,,,1383523200000,,4 AVENUE,,,2,30 STREET,,,80,,5 AVENUE,
,,,,,,,,,543,,,798.9311236183993,,,,,,,,1369699200000,,4 AVENUE,,,2,38 STREET,,,80,,5 AVENUE,
,,,,,,,,,557,,,382.1135890329146,,,,,,,,1366156800000,,95 STREET,,,1,40 DRIVE,,,80,,94 STREET,
,,,,,,,,,564,,,484.55947307565145,,,,,,,,1366156800000,,94 STREET,,,1,41 ROAD,,,80,,95 STREET,
,,,,,,,,,571,,,781.3417857508869,,,,,,,,1385942400000,,7 AVENUE,,,2,41 STREET,,,80,,6 AVENUE,
,,,,,,,,,577,,,260.07565194660214,,,,,,,,1369008000000,,204 STREET,,,2,42 AVENUE,,,80,,205 STREET,
,,,,,,,,,591,,,1801.6235190028378,,,,,,,,1366329600000,,FORLEY STREET,,,2,43 AVENUE,,,80,,WHITNEY AVENUE,
,,,,,,,,,592,,,291.02001625316876,,,,,,,,1369180800000,,FRANCIS LEWIS BLVD,,,1,43 AVENUE,,,80,,201 STREET,
,,,,,,,,,620,,,776.6935860678718,,,,,,,,1383177600000,,196 STREET,,,1,45 AVENUE,,,80,,FRANCIS LEWIS BL.,
,,,,,,,,,641,,,679.1313508819065,,,,,,,,1383091200000,,47 AVENUE,,,1,46 STREET,,,80,,48 AVENUE,
,,,,,,,,,677,,,796.4061006487799,,,,,,,,1376524800000,,4 AVENUE,,,2,5 STREET,,,80,,5 AVENUE,
,,,,,,,,,820,,,779.6379186218196,,,,,,,,1368748800000,,20 AVENUE,,,2,67 STREET,,,80,,21 AVENUE,
,,,,,,,,,856,,,883.9563527888906,,,,,,,,1367798400000,,8 AVENUE,,,1,71 STREET,,,80,,FORT HAMILTON PW.,
,,,,,,,,,918,,,672.9969970062724,,,,,,,,1358121600000,,24 AVENUE,,,1,77 STREET,,,80,,25 AVENUE,
,,,,,,,,,919,,,485.83720994620944,,,,,,,,1358208000000,,24 AVENUE,,,1,77 STREET,,,80,,ASTORIA BOULEVARD,
,,,,,,,,,941,,,670.0733474317533,,,,,,,,1357862400000,,24 AVENUE,,,1,79 STREET,,,80,,25 AVENUE,
,,,,,,,,,942,,,675.3123299839729,,,,,,,,1357862400000,,25 AVENUE,,,1,79 STREET,,,80,,30 AVENUE,
,,,,,,,,,962,,,675.2964247055597,,,,,,,,1357776000000,,25 AVENUE,,,1,80 STREET,,,80,,30 AVENUE,
,,,,,,,,,966,,,1351.7911681170708,,,,,,,,1381795200000,,PARK LANE SOUTH,,,3,80 STREET,,,80,,JAMAICA AVENUE,
,,,,,,,,,976,,,668.9948441395481,,,,,,,,1357776000000,,25 AVENUE,,,1,81 STREET,,,80,,24 AVENUE,
,,,,,,,,,1019,,,491.5026257476426,,,,,,,,1383782400000,,ATLANTIC AVENUE,,,1,86 STREET,,,80,,95 AVENUE,
,,,,,,,,,1086,,,259.6208075576484,,,,,,,,1366243200000,,40 DRIVE,,,1,95 STREET,,,80,,41 AVENUE,
,,,,,,,,,1122,,,253.48381026426418,,,,,,,,1359590400000,,YATES AVENUE,,,1,ADEE AVENUE,,,80,,HERING AVENUE,
,,,,,,,,,1134,,,790.2105170879971,,,,,,,,1380153600000,,WEST 233rd STREET,,,2,ALBANY CRESCENT,,,80,,WEST 231st STREET,
,,,,,,,,,1146,,,903.831686985938,,,,,,,,1378857600000,,EAST 233rd STREET,,,1,AMUNDSON AVENUE,,,80,,STRANG AVENUE,
,,,,,,,,,1149,,,400.8947923183168,,,,,,,,1372204800000,,CLIFTON AVENUE,,,1,ANDERSON STREET,,,80,,HYLAN BOULEVARD,
,,,,,,,,,1171,,,258.7532654263166,,,,,,,,1359504000000,,TENBROECK AVENUE,,,1,ARNOW AVENUE,,,80,,PEARSALL AVENUE,
,,,,,,,,,1199,,,259.99015815451503,,,,,,,,1367539200000,,EAST 59 STREET,,,1,AVENUE M,,,80,,EAST 58 STREET,
,,,,,,,,,1325,,,1961.3961265342443,,,,,,,,1377475200000,,GIEGERICH AVENUE,,,2,BEDELL AVENUE,,,80,,HYLAN BOULEVARD,
,,,,,,,,,1332,,,943.9909871204932,,,,,,,,1366156800000,,139 AVENUE,,,2,BELKNAP STREET,,,80,,137 AVENUE,
,,,,,,,,,1342,,,643.4844018277958,,,,,,,,1366070400000,,94 STREET,,,1,BENHAM STREET,,,80,,WHITNEY AVENUE,
,,,,,,,,,1391,,,682.0240517263469,,,,,,,,1359676800000,,ADEE AVENUE,,,1,BOUCK AVENUE,,,80,,BURKE AVENUE,
,,,,,,,,,1398,,,811.9494373453135,,,,,,,,1378771200000,,BRUCKNER BLVD.,,,2,BOYNTON AVENUE,,,80,,WATSON AVENUE,
,,,,,,,,,1440,,,249.770865162957,,,,,,,,1366761600000,,FORLEY STREET,,,1,BRITTON AVENUE,,,80,,GLEANE STREET,
,,,,,,,,,1467,,,595.7840719225685,,,,,,,,1371600000000,,LACONIA AVENUE,,,1,BUEL AVENUE,,,80,,MASON AVENUE,
,,,,,,,,,1469,,,251.067313924452,,,,,,,,1361836800000,,WICKHAM AVENUE,,,1,BURKE AVENUE,,,80,,BRUNER AVENUE,
,,,,,,,,,1477,,,735.7969342148085,,,,,,,,1366588800000,,WEST 187th STREET,,,2,CABRINI BOULEVARD,,,80,,WEST 190th STREET,
,,,,,,,,,1509,,,660.3899257254843,,,,,,,,1369180800000,,WHITNEY AVENUE,,,1,CASE STREET,,,80,,LAMONT AVENUE,
,,,,,,,,,1545,,,548.7535401686578,,,,,,,,1371772800000,,BAY STREET,,,1,CHESTNUT AVENUE,,,80,,ANDERSON STREET,
,,,,,,,,,1574,,,755.3934865853103,,,,,,,,1372118400000,,VERMONT AVENUE,,,2,CLIFTON AVENUE,,,80,,ROSEBANK PLACE,
,,,,,,,,,1591,,,325.20490132134034,,,,,,,,1377648000000,,LEONARD AVENUE,,,1,CLINTON B FISK AVENUE,,,80,,LATHROP AVENUE,
,,,,,,,,,1592,,,563.4046730003691,,,,,,,,1377648000000,,WATCHOGUE ROAD,,,2,CLINTON B FISK AVENUE,,,80,,WATERS AVENUE,
,,,,,,,,,1624,,,397.955618874096,,,,,,,,1368057600000,,COLUMBIA STREET,,,1,CONGRESS STREET,,,80,,HICKS STREET,
,,,,,,,,,1730,,,680.2878402369364,,,,,,,,1369785600000,,SMITH STREET,,,1,DEAN STREET,,,80,,HOYT STREET,
,,,,,,,,,1745,,,1267.2468251972987,,,,,,,,1365465600000,,LAMONT AVENUE,,,2,DENMAN STREET,,,80,,ELMHURST AVENUE,
,,,,,,,,,1752,,,719.9744624894321,,,,,,,,1371427200000,,NUGENT AVENUE,,,1,DONGAN HILLS AVENUE,,,80,,OLYMPIA BOULEVARD,
,,,,,,,,,1811,,,1297.430958836558,,,,,,,,1366848000000,,CORTELYOU ROAD,,,2,E.11 ST./STRATFORD RD.,,,80,,LEWIS PLACE,
,,,,,,,,,1825,,,512.1796239205556,,,,,,,,1373846400000,,PARK AVENUE,,,1,EAST 104th STREET,,,80,,LEXINGTON AVENUE,
,,,,,,,,,1906,,,1755.753423056759,,,,,,,,1374451200000,,AVENUE Y,,,2,EAST 15 STREET,,,80,,GRAVESEND NECK RD.,
,,,,,,,,,1910,,,519.889003366465,,,,,,,,1364515200000,,MELROSE AVENUE,,,1,EAST 150th STREET,,,80,,COURTLAND AVENUE,
,,,,,,,,,1919,,,1029.429480200616,,,,,,,,1375056000000,,BEVERLY ROAD,,,1,EAST 16 STREET,,,80,,CORTELYOU ROAD,
,,,,,,,,,1947,,,359.0673938354037,,,,,,,,1379462400000,,KEARNEY AVENUE,,,1,EAST 177th STREET,,,80,,MEAGHER AVENUE,
,,,,,,,,,1948,,,368.36762385471576,,,,,,,,1369353600000,,DALY AVENUE,,,1,EAST 178th STREET,,,80,,VYSE AVENUE,
,,,,,,,,,1968,,,934.3428018561834,,,,,,,,1364256000000,,BATHGATE AVENUE,,,2,EAST 191st STREET,,,80,,HUGHES AVENUE,
,,,,,,,,,2005,,,750.659006327258,,,,,,,,1364860800000,,BRONXWOOD AVENUE,,,1,EAST 219th STREET,,,80,,PAULDING AVENUE,
,,,,,,,,,2009,,,886.321288999903,,,,,,,,1368403200000,,KINGS HIGHWAY,,,1,EAST 22 STREET,,,80,,AVENUE O,
,,,,,,,,,2017,,,861.6486766855506,,,,,,,,1378944000000,,BARNES AVENUE,,,1,EAST 227th STREET,,,80,,BRONXWOOD AV.,
,,,,,,,,,2020,,,709.3686603956069,,,,,,,,1361232000000,,3rd AVENUE,,,1,EAST 22nd STREET,,,80,,2nd AVENUE,
,,,,,,,,,2021,,,805.3048831888536,,,,,,,,1368403200000,,AVENUE O,,,1,EAST 23 STREET,,,80,,KINGS HIGHWAY,
,,,,,,,,,2026,,,862.8802724858756,,,,,,,,1369267200000,,BARNES AVENUE,,,1,EAST 232nd STREET,,,80,,WHITE PLAINS ROAD,
,,,,,,,,,2035,,,949.2300774684779,,,,,,,,1378857600000,,KEPLER AVENUE,,,2,EAST 236th STREET,,,80,,KATONAH AVENUE,
,,,,,,,,,2083,,,679.2649469130522,,,,,,,,1368144000000,,AVENUE J,,,1,EAST 39 STREET,,,80,,AVENUE K,
,,,,,,,,,2095,,,855.2057099033432,,,,,,,,1375401600000,,AVENUE D,,,1,EAST 42 STREET,,,80,,FOSTER AVENUE,
,,,,,,,,,2108,,,930.2551040852958,,,,,,,,1368144000000,,AVENUE P,,,1,EAST 5 STREET,,,80,,AVENUE O,
,,,,,,,,,2116,,,702.7718784167001,,,,,,,,1384473600000,,CHURCH AVENUE,,,1,EAST 51 STREET,,,80,,LINDEN BOULEVARD,
,,,,,,,,,2134,,,717.955592790241,,,,,,,,1374105600000,,3rd AVENUE,,,1,EAST 56th STREET,,,80,,2nd AVENUE,
,,,,,,,,,2141,,,560.6929153267757,,,,,,,,1367884800000,,LENOX ROAD,,,1,EAST 57 STREET,,,80,,LINDEN BOULEVARD,
,,,,,,,,,2160,,,531.0294286077533,,,,,,,,1385337600000,,VETERANS AVENUE,,,1,EAST 69 STREET,,,80,,AVENUE U,
,,,,,,,,,2212,,,848.2371936355017,,,,,,,,1367884800000,,EAST NEW YORK AV.,,,1,EAST 95 STREET,,,80,,RUTLAND ROAD,
,,,,,,,,,2214,,,510.1205060532742,,,,,,,,1373846400000,,PARK AVENUE,,,1,EAST 95th STREET,,,80,,MADISON AVENUE,
,,,,,,,,,2243,,,820.3624082879546,,,,,,,,1378166400000,,LAFAYETTE AVENUE,,,2,EDISON AVENUE,,,80,,PHILIP AVENUE,
,,,,,,,,,2249,,,440.6251179635529,,,,,,,,1361750400000,,BURKE AVENUE,,,1,EDSON AVENUE,,,80,,EAST 222nd STREET,
,,,,,,,,,2250,,,643.6706561974024,,,,,,,,1361750400000,,BURKE AVENUE,,,1,EDSON AVENUE,,,80,,HAMMERSLEY AV.,
,,,,,,,,,2256,,,1133.7362474129504,,,,,,,,1365379200000,,BRITTON AVENUE,,,2,ELBERTSON STREET,,,80,,WHITNEY AVENUE,
,,,,,,,,,2268,,,1616.0580727400084,,,,,,,,1366761600000,,BROADWAY,,,3,ELMHURST AVENUE,,,80,,GLEANE STREET,
,,,,,,,,,2307,,,531.388822285929,,,,,,,,1378339200000,,WEST 253rd STREET,,,6,FIELDSTON ROAD,,,80,,WEST 256th STREET,
,,,,,,,,,2336,,,1073.644140120136,,,,,,,,1377561600000,,JENNA LANE,,,2,FOREST ROAD,,,80,,DALEMARE ROAD,
,,,,,,,,,2339,,,1043.8787733048152,,,,,,,,1374537600000,,CONDUIT BOULEVARD,,,2,FOUNTAIN AVENUE,,,80,,LIBERTY AVENUE,
,,,,,,,,,2397,,,662.2217319213639,,,,,,,,1363824000000,,BURKE AVENUE,,,1,GRACE AVENUE,,,80,,GIVAN AVENUE,
,,,,,,,,,2399,,,663.2868943164063,,,,,,,,1363824000000,,HAMMERSLEY AV.,,,1,GRACE AVENUE,,,80,,BURKE AVENUE,
,,,,,,,,,2401,,,875.4073146055733,,,,,,,,1379030400000,,TILLOTSON AVENUE,,,1,GRACE AVENUE,,,80,,BOSTON ROAD,
,,,,,,,,,2410,,,810.5859489837619,,,,,,,,1367452800000,,GATES AVENUE,,,1,GRAND AVENUE,,,80,,PUTNAM AVENUE,
,,,,,,,,,2414,,,1050.2692239641813,,,,,,,,1366934400000,,JAMAICA AVENUE,,,2,GRANT AVENUE,,,80,,ETNA STREET,
,,,,,,,,,2416,,,512.7337355745285,,,,,,,,1381449600000,,BROOKHAVEN AVENUE,,,1,GRASSMERE TERRACE,,,80,,HANSON CT/AZTEC PL,
,,,,,,,,,2419,,,1024.9592364013972,,,,,,,,1367452800000,,BEDFORD AVENUE,,,2,GREENE AVENUE,,,80,,NOSTRAND AVENUE,
,,,,,,,,,2423,,,820.1320886585394,,,,,,,,1367193600000,,STUYVESANT AVENUE,,,2,GREENE AVENUE,,,80,,MALCOLM X BLVD.,
,,,,,,,,,2429,,,1076.1187862570087,,,,,,,,1379548800000,,OUTLOOK AVENUE,,,1,GRISWOLD AVENUE,,,80,,RESEARCH AVENUE,
,,,,,,,,,2441,,,675.578163551173,,,,,,,,1362009600000,,BURKE AVENUE,,,1,GUNTHER AVENUE,,,80,,HAMMERSLEY AV.,
,,,,,,,,,2467,,,620.125119595668,,,,,,,,1379548800000,,EAST TREMONT AV.,,,1,HARRINGTON AVENUE,,,80,,MAYFLOWER AV.,
,,,,,,,,,2491,,,667.6163092872105,,,,,,,,1364774400000,,W. KINGSBRIDGE RD.,,,1,HEATH AVENUE,,,80,,WEST 229th STREET,
,,,,,,,,,2499,,,788.5933923684635,,,,,,,,1376265600000,,AVENUE P,,,2,HENDRICKSON STREET,,,80,,FLATLANDS AVENUE,
,,,,,,,,,2507,,,815.1564505176957,,,,,,,,1359331200000,,ALLERTON AVENUE,,,1,HERING AVENUE,,,80,,ARNOW AVENUE,
,,,,,,,,,2547,,,690.5479977164208,,,,,,,,1380067200000,,ROBERTS AVENUE,,,1,HOBART AVENUE,,,80,,BUHRE AVENUE,
,,,,,,,,,2616,,,441.21515332315,,,,,,,,1380585600000,,WEST 227th STREET,,,1,INDEPENDENCE AVENUE,,,80,,WEST 230th STREET,
,,,,,,,,,2621,,,807.4290842165875,,,,,,,,1381104000000,,LINDEN BOULEVARD,,,2,INWOOD STREET,,,80,,111 AVENUE,
,,,,,,,,,2630,,,853.0433864095019,,,,,,,,1365552000000,,BAXTER AVENUE,,,2,ITHACA STREET,,,80,,BRITTON AVENUE,
,,,,,,,,,2644,,,721.1706668236635,,,,,,,,1375660800000,,KNICKERBOCKER AV.,,,1,JEFFERSON AVENUE,,,80,,IRVING AVENUE,
,,,,,,,,,2645,,,819.4562764199663,,,,,,,,1376870400000,,LEWIS AVENUE,,,2,JEFFERSON AVENUE,,,80,,STUYVESANT AV.,
,,,,,,,,,2646,,,795.5320338363229,,,,,,,,1375660800000,,MARCY AVENUE,,,1,JEFFERSON AVENUE,,,80,,TOMPKINS AVENUE,
,,,,,,,,,2664,,,1065.2868063266783,,,,,,,,1365638400000,,ELMHURST AVENUE,,,2,JUDGE STREET,,,80,,PETTIT AVENUE,
,,,,,,,,,2666,,,341.5415697855993,,,,,,,,1373932800000,,WEST 167th STREET,,,1,JUMEL PLACE,,,80,,WEST 168th STREET,
,,,,,,,,,2674,,,553.2756067179984,,,,,,,,1367452800000,,CLINTON STREET,,,1,KANE STREET,,,80,,HENRY ST./STRONG PL.,
,,,,,,,,,2677,,,296.1985823410244,,,,,,,,1379548800000,,RANDOLPH PLACE,,,1,KENNELWORTH PLACE,,,80,,SPENCER DRIVE,
,,,,,,,,,2683,,,396.7654268753592,,,,,,,,1366070400000,,BAXTER AVENUE,,,1,KETCHAM STREET,,,80,,PETTIT AVENUE,
,,,,,,,,,2722,,,856.577232420812,,,,,,,,1367798400000,,AVENUE U,,,1,LAKE STREET,,,80,,AVENUE T,
,,,,,,,,,2729,,,1132.5976852531064,,,,,,,,1380672000000,,WEST 182nd STREET,,,2,LAUREL HILL TERRACE,,,80,,WEST 186th STREET,
,,,,,,,,,2732,,,435.4242360783777,,,,,,,,1365984000000,,BRITTON AVENUE,,,1,LAYTON STREET,,,80,,PETTIT AVENUE,
,,,,,,,,,2735,,,836.3819580948305,,,,,,,,1375315200000,,CLASSON AVENUE,,,2,LEFFERTS PLACE,,,80,,FRANKLIN AVENUE,
,,,,,,,,,2780,,,648.8600626250332,,,,,,,,1375833600000,,BROADWAY,,,1,LINDEN STREET,,,80,,BUSHWICK AVENUE,
,,,,,,,,,2821,,,850.8258215594798,,,,,,,,1371686400000,,LANGERE PLACE,,,1,LYNHURST AVENUE,,,80,,BAY STREET,
,,,,,,,,,2851,,,794.7388154085232,,,,,,,,1375920000000,,TOMPKINS AVENUE,,,2,MADISON STREET,,,80,,THROOP AVENUE,
,,,,,,,,,2883,,,654.6667311727672,,,,,,,,1364774400000,,EAST 188th STREET,,,1,MARION AVENUE,,,80,,EAST FORDHAM RD.,
,,,,,,,,,2892,,,818.8978119554106,,,,,,,,1366070400000,,LINDEN BOULEVARD,,,1,MARNE PLACE,,,80,,SAYRES AVENUE,
,,,,,,,,,2895,,,804.9852758476842,,,,,,,,1372982400000,,NOSTRAND AVENUE,,,2,MARTENSE STREET,,,80,,ROGERS AVENUE,
,,,,,,,,,2948,,,925.029766432141,,,,,,,,1366329600000,,NASSAU AVENUE,,,2,MONITOR STREET,,,80,,DRIGGS AVENUE,
,,,,,,,,,2969,,,594.7494104946487,,,,,,,,1367884800000,,UTICA AVENUE,,,1,MONTGOMERY STREET,,,80,,EAST N.Y. AVENUE,
,,,,,,,,,2976,,,825.5550033730831,,,,,,,,1380758400000,,WEST 110th STREET,,,2,MORNINGSIDE DRIVE,,,80,,WEST 113th STREET,
,,,,,,,,,2999,,,1589.8480398780805,,,,,,,,1381190400000,,ELIOT AVENUE,,,2,MT. OLIVET CRESCENT,,,80,,METROPOLITAN AV.,
,,,,,,,,,3003,,,871.6676705237717,,,,,,,,1379894400000,,PELHAM PARKWAY,,,1,MULINER AVENUE,,,80,,LYDIG AVENUE,
,,,,,,,,,3024,,,695.4173635826147,,,,,,,,1370995200000,,MASON AVENUE,,,1,NAUGHTON AVENUE,,,80,,NUGENT AVENUE,
,,,,,,,,,3025,,,697.8203774314753,,,,,,,,1371513600000,,OLYMPIA BOULEVARD,,,1,NAUGHTON AVENUE,,,80,,PATTERSON AVENUE,
,,,,,,,,,3070,,,642.7789561159038,,,,,,,,1368144000000,,FLUSHING AVENUE,,,1,NORTH OXFORD STREET,,,80,,PARK AVENUE,
,,,,,,,,,3078,,,268.98193245554125,,,,,,,,1371168000000,,DONGAN HILLS AVENUE,,,1,NUGENT AVENUE,,,80,,BUEL AVENUE,
,,,,,,,,,3089,,,1523.9527775647575,,,,,,,,1376956800000,,AVENUE J,,,4,OCEAN PARKWAY,,,80,,AVENUE L,
,,,,,,,,,3112,,,885.8011409693963,,,,,,,,1378944000000,,EAST 219th STREET,,,2,OLINVILLE AVENUE,,,80,,EAST 216th STREET,
,,,,,,,,,3120,,,2072.6313426920883,,,,,,,,1371513600000,,SEAVIEW/LIBERTY AV.,,,3,OLYMPIA BOULEVARD,,,80,,GRAHAM BOULEVARD,
,,,,,,,,,3129,,,854.7482077332864,,,,,,,,1373587200000,,WEST 187th STREET,,,2,OVERLOOK TERRACE,,,80,,WEST 184th STREET,
,,,,,,,,,3147,,,813.9070767711236,,,,,,,,1364428800000,,WEST 231st STREET,,,2,PALISADE AVENUE,,,80,,KAPPOCK STREET,
,,,,,,,,,3159,,,1573.6704302303845,,,,,,,,1363737600000,,EAST 180th STREET,,,8,PARK AVENUE,,,80,,EAST 183rd STREET,
,,,,,,,,,3206,,,1702.7638706148455,,,,,,,,1382054400000,,JEWEL AVENUE,,,8,PARSONS BOULEVARD,,,80,,65 AVENUE,
